NPI Number,Hospital Name,IDN
1447457775,Saint Joseph East,CHI Saint Joseph Health (FKA KentuckyOne Health)
1538244918,Baptist Health Lexington (FKA Central Baptist Hospital),Baptist Health (Louisville KY)
1871684639,Lexington VA Medical Center - Franklin R Sousley Campus,VA MidSouth Healthcare Network (VISN 9)
1437150984,Saint Joseph Hospital,CHI Saint Joseph Health (FKA KentuckyOne Health)
1881726347,Fleming County Hospital,LifePoint Health (FKA LifePoint Hospitals)
1043878325,Highlands ARH Regional Medical Center (FKA Highlands Regional Medical Center),Appalachian Regional Healthcare (AKA ARH)
1306339460,ARH Our Lady of the Way (FKA St Joseph Martin),Appalachian Regional Healthcare (AKA ARH)
1649209263,McDowell ARH Hospital,Appalachian Regional Healthcare (AKA ARH)
1427095488,Frankfort Regional Medical Center,HCA Capital Division
1427029941,Parkway Regional Hospital (Closed 2015-03-29),Community Health Systems (AKA CHS)
1114974813,St Elizabeth Grant,St Elizabeth Healthcare
1891892741,Jackson Purchase Medical Center,LifePoint Health (FKA LifePoint Hospitals)
1114929494,Owensboro Health Twin Lakes Medical Center (FKA Twin Lakes Regional Medical Center),Owensboro Health
1225161524,Jane Todd Crawford Hospital,CCH & JTCH Management Team
1437156346,Our Lady of Bellefonte Hospital (Closed),Bon Secours Health System
1619931466,Baptist Health Hardin (FKA Hardin Memorial Hospital),Baptist Health (Louisville KY)
1306842521,Harlan ARH Hospital,Appalachian Regional Healthcare (AKA ARH)
1629084702,Harrison Memorial Hospital,
1356716575,The Medical Center at Caverna (FKA Caverna Memorial Hospital),Med Center Health (FKA Commonwealth Health Corporation)
1083759633,Deaconess Henderson Hospital (FKA Methodist Health - Henderson),Deaconess Health System
1447231956,Baptist Health Deaconess Madisonville (FKA Baptist Health Madisonville),Baptist Health (Louisville KY)
1891799227,Norton Hospital,Norton Healthcare
1144279597,Louisville VA Medical Center (AKA Robley Rex VA Medical Center),VA MidSouth Healthcare Network (VISN 9)
1265539498,Baptist Health Louisville (FKA Baptist Hospital East),Baptist Health (Louisville KY)
1861554438,UofL Hospital (AKA University of Louisville Hospital),UofL Health
1538101688,Paintsville ARH Hospital (FKA Paul B Hall Regional Medical Center),Appalachian Regional Healthcare (AKA ARH)
1609202902,St Elizabeth Covington (FKA St Elizabeth Medical Center North),St Elizabeth Healthcare
1902865389,Baptist Health Corbin (FKA Baptist Regional Medical Center),Baptist Health (Louisville KY)
1992176655,Barbourville ARH Hospital (FKA Knox County Hospital),Appalachian Regional Healthcare (AKA ARH)
1992701429,Saint Joseph London,CHI Saint Joseph Health (FKA KentuckyOne Health)
1063484483,Three Rivers Medical Center,Quorum Health Corporation
1649554007,Mary Breckinridge ARH Hospital,Appalachian Regional Healthcare (AKA ARH)
1194723726,Whitesburg ARH Hospital,Appalachian Regional Healthcare (AKA ARH)
1932254265,Ephraim McDowell Fort Logan Hospital,Ephraim McDowell Health
1588640254,Livingston Hospital,
1992893416,Logan Memorial Hospital,ScionHealth
1730264128,Baptist Health Paducah (FKA Western Baptist Hospital),Baptist Health (Louisville KY)
1346244126,Mercy Health - Lourdes Hospital,Mercy Health (FKA Catholic Health Partners)
1740488386,Saint Joseph Berea,CHI Saint Joseph Health (FKA KentuckyOne Health)
1568452290,Baptist Health Richmond,Baptist Health (Louisville KY)
1780746420,Spring View Hospital,LifePoint Health (FKA LifePoint Hospitals)
1568528594,Marshall County Hospital,
1881785863,Meadowview Regional Medical Center,LifePoint Health (FKA LifePoint Hospitals)
1902862824,Ephraim McDowell James B Haggin Hospital,Ephraim McDowell Health
1053499350,Monroe County Medical Center,
1679679146,Saint Joseph Mount Sterling (FKA Mary Chiles Hospital),CHI Saint Joseph Health (FKA KentuckyOne Health)
1356367270,Morgan County ARH Hospital,Appalachian Regional Healthcare (AKA ARH)
1407800436,Owensboro Health Muhlenberg Community Hospital,Owensboro Health
1871588772,Flaget Memorial Hospital,CHI Saint Joseph Health (FKA KentuckyOne Health)
1801056239,Nicholas County Hospital (Closed 2014-05-01),
1629007430,Ohio County Healthcare,
1306925540,Baptist Health La Grange (FKA Baptist Hospital Northeast),Baptist Health (Louisville KY)
1164801981,St Elizabeth - Owen (FKA New Horizons Medical Center - Closed - No Longer Offers Inpatient Services),St Elizabeth Healthcare
1609869916,Hazard ARH Regional Medical Center,Appalachian Regional Healthcare (AKA ARH)
1649270257,Tug Valley ARH Regional Medical Center (FKA Williamson ARH Hospital),Appalachian Regional Healthcare (AKA ARH)
1285621623,Pikeville Medical Center,
1619038247,Lake Cumberland Regional Hospital,LifePoint Health (FKA LifePoint Hospitals)
1104890714,Rockcastle Regional Hospital,
1124078696,St Claire Regional Medical Center (AKA St Claire HealthCare),
1013954437,Russell County Hospital,
1326107319,Georgetown Community Hospital,LifePoint Health (FKA LifePoint Hospitals)
1689673717,UofL Health - Shelbyville Hospital (FKA KentuckyOne Health - Jewish Hospital Shelbyville),UofL Health
1831173467,The Medical Center at Franklin,Med Center Health (FKA Commonwealth Health Corporation)
1689761942,Taylor Regional Hospital,
1487976163,Trigg County Hospital,
1174511620,Deaconess Union County Hospital (FKA Methodist Health - Morganfield),Deaconess Health System
1871547703,TriStar Greenview Regional Hospital,TriStar Division - TriStar Health
1043293608,The Medical Center at Bowling Green,Med Center Health (FKA Commonwealth Health Corporation)
1871548016,Wayne County Hospital,
1588745012,Bluegrass Community Hospital,LifePoint Health (FKA LifePoint Hospitals)
1669882940,Ochsner Acadia General Hospital (FKA Acadia General Hospital),Ochsner Lafayette General (FKA Lafayette General Health)
1104873710,Oakdale Community Hospital,Allegiance Health Management
1215194204,Allen Parish Community Healthcare (FKA Allen Parish Hospital),
1215921077,Our Lady of the Lake Ascension (FKA St Elizabeth Hospital),Franciscan Missionaries of Our Lady Health System (AKA FMOL)
1609860360,Assumption Community Hospital,Franciscan Missionaries of Our Lady Health System (AKA FMOL)
1710932470,Paces/Bunkie General Hospital,
1053358176,Avoyelles Hospital,Allegiance Health Management
1831193499,Beauregard Health System (FKA Beauregard Memorial Hospital),
1285835561,Bienville Medical Center,Allegiance Health Management
1003968579,WK Bossier Health Center,Willis-Knighton Health System
1891745626,Specialists Hospital Shreveport,
1427536325,Ochsner LSU Health Shreveport - Academic Medical Center (FKA University Health Shreveport),Ochsner LSU Health System of North Louisiana (FKA University Health System)
1568461572,Willis-Knighton Medical Center,Willis-Knighton Health System
1356387146,Christus Schumpert Medical Center (Closed 2013-01-01),CHRISTUS Health Shreveport - Bossier Health System (FKA Christus Health Shreveport Health System)
1972549855,Lake Charles Memorial Hospital,Lake Charles Memorial Health System
1629076468,CHRISTUS Ochsner St Patrick Hospital,CHRISTUS Ochsner Southwest Louisiana (AKA CHRISTUS Ochsner Health System)
1093719932,West Calcasieu Cameron Hospital,
1598706319,Moss Memorial Health Clinic  (FKA W O Moss Regional Medical Center - Closed - No Longer Offers Inpatient Services),Lake Charles Memorial Health System
1801849104,CHRISTUS Ochsner Lake Area Hospital,CHRISTUS Ochsner Southwest Louisiana (AKA CHRISTUS Ochsner Health System)
1306865761,Citizens Medical Center,
1134126659,Caldwell Memorial Hospital,
1891126728,South Cameron Memorial Hospital (Closed),South Cameron Memorial Hospital Health System (Closed)
1831183748,Claiborne Memorial Medical Center (FKA Homer Memorial Hospital),
1467455154,DeSoto Regional Health System,
1104017458,Earl K Long Medical Center (Closed 2013-04-01),
1912943184,Womans Hospital,
1053360651,Ochsner Medical Center - Baton Rouge,Ochsner Health System
1588631311,Surgical Specialty Center of Baton Rouge,
1932204427,The Spine Hospital of Louisiana at the NeuroMedical Center (FKA the Neuromedical Center Surgical Hospital),Spine Hospital of Louisiana
1982035960,Greater Baton Rouge Surgical Hospital (Closed 2012-12-01),
1376591941,Lane Regional Medical Center,
1366436123,Our Lady of the Lake Regional Medical Center,Franciscan Missionaries of Our Lady Health System (AKA FMOL)
1619504016,Baton Rouge General Medical Center - Mid City Campus,Baton Rouge General Medical Center Health System
1982695441,East Carroll Parish Hospital,
1639228174,Villa Feliciana Medical Complex,Louisiana Department of Health & Hospitals - Office of Behavioral Health
1407947336,Mercy Regional Medical Center,Allegiance Health Management
1255667002,Savoy Medical Center,CHRISTUS St Frances Cabrini Health System (AKA CHRISTUS Health Central Louisiana)
1356399539,Franklin Medical Center,
1285601088,Iberia Medical Center - Main Campus,Iberia Medical Center Health System
1518265297,Iberia Medical Center - North Campus (FKA Dauterive Hospital),Iberia Medical Center Health System
1093793408,Jackson Parish Hospital,
1538174347,East Jefferson General Hospital,Louisiana Childrens Medical Center Health System (AKA LCMC Health)
1710097936,Ochsner Medical Center - Kenner,Ochsner Health System
1265437644,West Jefferson Medical Center,Louisiana Childrens Medical Center Health System (AKA LCMC Health)
1811973100,Ochsner Medical Center - Main Campus,Ochsner Health System
1114921160,Jennings American Legion Hospital (FKA Ochsner American Legion Hospital),Ochsner Lafayette General (FKA Lafayette General Health)
1598766495,Our Lady of Lourdes Regional Medical Center,Franciscan Missionaries of Our Lady Health System (AKA FMOL)
1699778985,Ochsner Lafayette General Surgical Hospital (FKA Lafayette General Surgical Hospital),Ochsner Lafayette General (FKA Lafayette General Health)
1184812182,Our Lady of Lourdes Heart Hospital (FKA Heart Hospital of Lafayette),Franciscan Missionaries of Our Lady Health System (AKA FMOL)
1538133814,Ochsner Lafayette General Orthopaedic Hospital (FKA Lafayette General Orthopaedic Hospital),Ochsner Lafayette General (FKA Lafayette General Health)
1215996632,Park Place Surgical Hospital,
1134222565,Lafayette Surgical Specialty Hospital,Surgery Partners (FKA Symbion Healthcare)
1306281126,Ochsner University Hospital & Clinics (FKA University Hospital & Clinics),Ochsner Lafayette General (FKA Lafayette General Health)
1275536799,Ochsner Lafayette General Medical Center (FKA Lafayette General Medical Center),Ochsner Lafayette General (FKA Lafayette General Health)
1275553539,Thibodaux Regional Health System (AKA Thibodaux Regional Medical Center),
1396761805,Ochsner St Anne Hospital,Ochsner Health System
1407883341,Lady of the Sea General Hospital,
1639263189,Hardtner Medical Center,
1801825005,LaSalle General Hospital,
1285765107,Northern Louisiana Medical Center,Allegiance Health Management
1700975083,Green Clinic Surgical Hospital (Closed - Now a Ambulatory Surgery Center),Community Health Systems (AKA CHS)
1003898313,Morehouse General Hospital,Alliant Management Services
1689676835,Natchitoches Regional Medical Center,CHRISTUS St Frances Cabrini Health System (AKA CHRISTUS Health Central Louisiana)
1568403111,University Medical Center New Orleans (FKA Medical Center of Louisiana at New Orleans and Interim LSU Public Hospital),Louisiana Childrens Medical Center Health System (AKA LCMC Health)
1821098286,Touro Infirmary,Touro Infirmary Health System
1992815195,Ochsner Medical Center - Ochsner Baptist,Ochsner Health System
1497792527,Tulane Medical Center,Louisiana Childrens Medical Center Health System (AKA LCMC Health)
1295723229,St Francis Medical Center,Franciscan Missionaries of Our Lady Health System (AKA FMOL)
1356306971,Ouachita Community Hospital (Closed Inpatient Services),
1225031495,Monroe Surgical Hospital,
1669427563,St Francis P&S Surgery & Heart Center,Franciscan Missionaries of Our Lady Health System (AKA FMOL)
1487706214,Glenwood Regional Medical Center,Steward Health Care System
1215939210,Ochsner LSU Health Shreveport - Monroe Medical Center (FKA University Health Conway),Ochsner LSU Health System of North Louisiana (FKA University Health System)
1588648315,Pointe Coupee General Hospital,
1992754055,Alexandria VA Medical Center,VA South Central VA Health Care Network (VISN 16)
1417990037,Huey P Long Medical Center (Closed),
1639160799,CHRISTUS St Frances Cabrini Hospital,CHRISTUS St Frances Cabrini Health System (AKA CHRISTUS Health Central Louisiana)
1477500015,Rapides Regional Medical Center,HCA Mid America Division (AKA HCA Midwest Health)
1336109768,Delhi Hospital & Clinic (FKA Richland Parish Hospital),
1255370144,Richardson Medical Center,
1568626273,Sabine Medical Center,Allegiance Health Management
1295716637,St Charles Parish Hospital,Ochsner Health System
1588654966,St James Parish Hospital,
1801299375,Ochsner Medical Complex - River Parishes (Closed Inpatient Services),Ochsner Health System
1477644284,Acadian Medical Center,Allegiance Health Management
1447230388,Opelousas General Health System - Main Campus,Opelousas General Health System
1093876997,Ochsner St Mary (FKA Teche Regional Medical Center),Ochsner Health System
1598798597,St Tammany Health System (AKA St Tammany Parish Hospital),
1578568481,Slidell Memorial Hospital,
1295772259,Lakeview Regional Medical Center,Louisiana Childrens Medical Center Health System (AKA LCMC Health)
1851487086,Avala Hospital (FKA Fairway Medical Center),
1821465576,Our Lady of the Lake Surgical Hospital (FKA Southern Surgical Hospital),Franciscan Missionaries of Our Lady Health System (AKA FMOL)
1043533706,Ochsner Medical Center - North Shore,Ochsner Health System
1831207547,Northshore Rehabilitation Hospital (FKA Louisiana Heart Hospital),Ochsner Health System
1043392491,Sterling Surgical Hospital (FKA Cypress Pointe Hospital East),
1083661409,Lallie Kemp Regional Medical Center (AKA LSU Health),
1144227539,North Oaks Medical Center,North Oaks Health System
1518924109,Terrebonne General Health System (AKA Terrebonne General Medical Center),
1477509859,Physicians Medical Center,Surgery Partners (FKA Symbion Healthcare)
1326485749,Leonard J Chabert Medical Center,Ochsner Health System
1023018835,Reeves Memorial Medical Center,
1013966928,Ochsner Abrom Kaplan Memorial Hospital (FKA Abrom Kaplan Memorial Hospital),Ochsner Lafayette General (FKA Lafayette General Health)
